Segment,Segment_Name,Family,Family_Name,Class,Class_Name,Commodity,Commodity_Name,Unit_Operations,OECD_FOS
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151700,Pump parts and accessories,40151729,Pump stator,pumping,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151700,Pump parts and accessories,40151730,Pump impeller,pumping,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151700,Pump parts and accessories,40151731,Pump rotor,pumping,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151700,Pump parts and accessories,40151732,Pump shaft,pumping,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151700,Pump parts and accessories,40151733,Pump soleplate,pumping,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151700,Pump parts and accessories,40151734,Pump baseplate,pumping,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151700,Pump parts and accessories,40151735,Pump column assembly,pumping,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151700,Pump parts and accessories,40151736,Pump column pipe,pumping,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151700,Pump parts and accessories,40151737,Pump bowl assembly,pumping,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151700,Pump parts and accessories,40151738,Pump suction bell,pumping,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151700,Pump parts and accessories,40151739,Reciprocating pump parts,pumping;cip_cleaning,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151800,Compressor parts or accessories,40151801,Rotary compressor parts,gas_compression,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151800,Compressor parts or accessories,40151802,Air compressor parts,gas_compression,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151800,Compressor parts or accessories,40151803,Reciprocating compressor parts,gas_compression;cip_cleaning,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40150000,Industrial pumps and compressors,40151800,Compressor parts or accessories,40151804,Centrifugal compressor parts,gas_compression,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40160000,Industrial filtering and purification,40161500,Filters,40161501,Vacuum filters,solid_liquid_separation,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40160000,Industrial filtering and purification,40161500,Filters,40161506,Filtering machinery,solid_liquid_separation,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40160000,Industrial filtering and purification,40161500,Filters,40161507,Filter membranes,membrane_separation,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40160000,Industrial filtering and purification,40161600,Purification,40161608,Air sterilizer,sterilisation,2.9
40000000,Distribution and Conditioning Systems and Equipment and Components,40160000,Industrial filtering and purification,40161600,Purification,40161609,Water purification system,water_treatment,2.4
40000000,Distribution and Conditioning Systems and Equipment and Components,40160000,Industrial filtering and purification,40161700,Separators,40161701,Centrifuges,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101500,Laboratory blending and dispersing and homogenizing equipment and supplies,41101504,Homogenizers,homogenisation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101500,Laboratory blending and dispersing and homogenizing equipment and supplies,41101505,French pressure cells,process_monitoring,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101500,Laboratory blending and dispersing and homogenizing equipment and supplies,41101516,Dounce homogenizers,homogenisation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101500,Laboratory blending and dispersing and homogenizing equipment and supplies,41101518,Laboratory blenders or emulsifiers,mixing,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101500,Laboratory blending and dispersing and homogenizing equipment and supplies,41101520,Homogenizer parts and accessories,homogenisation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101700,Laboratory boring and grinding and cutting and crushing and pressing equipment,41101701,Laboratory mills,size_reduction,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101700,Laboratory boring and grinding and cutting and crushing and pressing equipment,41101703,Tissue grinders,size_reduction,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101700,Laboratory boring and grinding and cutting and crushing and pressing equipment,41101705,Laboratory crushers or pulverizers,size_reduction,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101700,Laboratory boring and grinding and cutting and crushing and pressing equipment,41101708,Laboratory grinder or polisher,size_reduction,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101700,Laboratory boring and grinding and cutting and crushing and pressing equipment,41101709,Laboratory asphalt and concrete mixer,mixing,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101700,Laboratory boring and grinding and cutting and crushing and pressing equipment,41101710,Laboratory grinder or pulverizer pot,size_reduction,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101800,Laboratory electron and solid state physics equipment,41101810,Diffractometers,structural_analysis,1.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101800,Laboratory electron and solid state physics equipment,41101811,Electron probe x ray micro analyzer,composition_analysis;process_monitoring,1.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41101900,Laboratory ionic equipment,41101902,Ion exchange apparatus,chromatography,1.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102400,Laboratory heating and drying equipment,41102404,Laboratory heaters,heating,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102400,Laboratory heating and drying equipment,41102405,Heating mantles or tapes,heating,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102400,Laboratory heating and drying equipment,41102410,Infrared dryers,drying,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102400,Laboratory heating and drying equipment,41102412,Hot air blowers,gas_compression,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102400,Laboratory heating and drying equipment,41102421,Temperature cycling chambers or thermal cyclers,process_monitoring,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102400,Laboratory heating and drying equipment,41102422,Dry baths or heating blocks,heating,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102400,Laboratory heating and drying equipment,41102425,Slide dryers,drying,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102400,Laboratory heating and drying equipment,41102426,Heating or drying equipment or accessories,heating;drying,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102400,Laboratory heating and drying equipment,41102427,Drying tower,drying,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102500,Laboratory entomological equipment and accessories,41102501,Laboratory insect containers,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102600,Animal laboratory equipment and accessories,41102605,Fish aeration systems,aeration,2.9
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102700,Crystallography equipment,41102705,Crystallizers,crystallisation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102700,Crystallography equipment,41102706,Crystal growing equipment,crystallisation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102900,Histology equipment,41102914,Ultrasonic disintegrators,homogenisation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102900,Histology equipment,41102928,Automated microscope slide labeler,structural_analysis,1.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41102900,Histology equipment,41102929,Histology ultrasonic cleaner,homogenisation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103001,Refrigerated cooling plate probes,cooling;process_monitoring,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103004,Fan circulated ovens,drying,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103005,Ultra cold or ultralow upright cabinets or freezers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103006,Cryogenic or liquid nitrogen freezers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103008,Refrigerated cooling modules,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103010,Blood bank refrigerators,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103011,General purpose refrigerators or refrigerator freezers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103012,Flammable material storage refrigerators or refrigerator freezers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103013,Explosion proof refrigerators or refrigerator freezers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103014,Chromatography refrigerators,cooling;chromatography,1.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103015,Blood bank freezers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103017,Flammable material storage freezers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103019,Plasma storage freezers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103020,Ultra cold or ultralow chest freezers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103021,Laboratory plate freezers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103023,Laboratory chillers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103025,Laboratory cooling equipment accessories,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103026,Benchtop ice bucket or chilling container,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103030,Cryogenic storage bag or overwrap,packaging,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103034,Cryobead system for microbial organism cryogenic storage,structural_analysis;microbial_analysis,1.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103036,Refrigerated specimen storage rack or tray,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103000,Laboratory cooling equipment,41103037,Polymerase chain reaction PCR tube strip and plate cooler,microbial_analysis,1.6
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103200,Laboratory washing and cleaning equipment,41103210,Laboratory ultraviolet UV sterilizers,sterilisation;water_treatment,2.9
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103200,Laboratory washing and cleaning equipment,41103211,Laboratory wastewater treatment equipment,water_treatment;waste_treatment,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103300,Fluid mechanics equipment,41103310,Gas or vapour concentration measuring instruments,evaporation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103300,Fluid mechanics equipment,41103319,Concentration measurement instrument,evaporation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103300,Fluid mechanics equipment,41103322,Draft gauge,process_monitoring,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103400,Laboratory environmental conditioning equipment,41103401,Contamination control screens,sieving,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103400,Laboratory environmental conditioning equipment,41103408,Refrigerated reach in environmental or growth chambers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103400,Laboratory environmental conditioning equipment,41103410,Refrigerated and heated reach in environmental or growth chambers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103400,Laboratory environmental conditioning equipment,41103411,Refrigerated walk in environmental or growth chambers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103400,Laboratory environmental conditioning equipment,41103413,Refrigerated and heated walk in environmental or growth chambers,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103400,Laboratory environmental conditioning equipment,41103416,Temperature cycle chamber,process_monitoring,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103400,Laboratory environmental conditioning equipment,41103417,Indoor air quality monitor,process_monitoring,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103400,Laboratory environmental conditioning equipment,41103418,Temperature and humidity walk in environmental chamber,process_monitoring,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103500,Laboratory enclosures and accessories,41103506,PCR enclosures,microbial_analysis,1.6
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103500,Laboratory enclosures and accessories,41103510,Laboratory blowers,gas_compression,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103500,Laboratory enclosures and accessories,41103514,Laboratory steam generator,heating,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103700,Laboratory baths,41103709,Refrigerated baths,cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103700,Laboratory baths,41103711,Reciprocating shaking water baths,cip_cleaning,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103700,Laboratory baths,41103713,Viscosity baths,rheology_measurement,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103800,Laboratory mixing and stirring and shaking equipment and supplies,41103801,Laboratory mixers,mixing,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103800,Laboratory mixing and stirring and shaking equipment and supplies,41103802,Roller mixers,mixing,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103800,Laboratory mixing and stirring and shaking equipment and supplies,41103806,Magnetic stirrers,mixing,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103800,Laboratory mixing and stirring and shaking equipment and supplies,41103807,Laboratory touch mixers,mixing,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103800,Laboratory mixing and stirring and shaking equipment and supplies,41103808,Platelet mixers,mixing,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103800,Laboratory mixing and stirring and shaking equipment and supplies,41103809,Hematology or chemistry mixers,mixing,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103800,Laboratory mixing and stirring and shaking equipment and supplies,41103810,Overhead stirrers,mixing,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103800,Laboratory mixing and stirring and shaking equipment and supplies,41103812,Reciprocal shakers,cip_cleaning,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103800,Laboratory mixing and stirring and shaking equipment and supplies,41103814,Vortex mixers,mixing,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103800,Laboratory mixing and stirring and shaking equipment and supplies,41103816,Mixer or shaker accessories or attachments,mixing,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103800,Laboratory mixing and stirring and shaking equipment and supplies,41103817,Laboratory reactor,chemical_reaction,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103901,Microcentrifuges,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103902,Refrigerated microcentrifuges,solid_liquid_separation;cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103903,Benchtop centrifuges,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103904,Refrigerated benchtop centrifuges,solid_liquid_separation;cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103905,Floor centrifuges,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103906,Refrigerated floor centrifuges,solid_liquid_separation;cooling,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103907,Ultracentrifuges,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103908,Vacuum centrifuges,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103909,Centrifuge rotors,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103910,Centrifuge buckets,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103911,Centrifuge adapters,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103912,Centrifuge brushes,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103913,Laboratory centrifuge accessories,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103914,Cytocentrifuge,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103915,Cytocentrifuge cytofunnel or filter card or clamp,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103916,Centrifuge control board or printed circuit board,solid_liquid_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41103900,Laboratory centrifuges and accessories,41103917,Centrifuge microplate carrier or sealing lid,solid_liquid_separation;packaging,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104000,Sampling equipment,41104009,Air sampling pumps,pumping,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104000,Sampling equipment,41104018,Solid phase extraction preparations,extraction,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104107,Vacuum blood collection tubes or containers,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104108,Non vacuum blood collection tubes or containers,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104111,Cytology collection kits or containers,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104112,Urine collection containers,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104114,Frepp Sepp collection containers,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104115,Serum Filter collection containers,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104116,Swab collection or transport containers,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104118,Specimen collection container,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104119,Bone tissue collection containers,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104121,Stool collection containers with media,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104122,Stool collection containers without media,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104123,Sputum collection apparatus or containers,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104125,Histology or pathology preservative specimen container,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104126,Histology or pathology specimen container,storage,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104100,Specimen collection and transport containers and supplies,41104129,Neonatal metabolic disorder screen collection card,sieving,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104200,Laboratory water purification equipment and supplies,41104201,Water purification reagents,water_treatment,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104200,Laboratory water purification equipment and supplies,41104202,Deionization or demineralization equipment,water_treatment,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104200,Laboratory water purification equipment and supplies,41104204,Reverse osmosis equipment,membrane_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104200,Laboratory water purification equipment and supplies,41104205,Ultra violet water purification units,water_treatment,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104200,Laboratory water purification equipment and supplies,41104208,Dehydrators,drying,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104200,Laboratory water purification equipment and supplies,41104213,Distilled or deionized water,distillation;water_treatment,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104200,Laboratory water purification equipment and supplies,41104214,Reverse osmosis equipment parts and accessories,membrane_separation,2.4
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104300,Fermentation equipment,41104301,Standard fermentation units,fermentation,2.9
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104300,Fermentation equipment,41104307,Microbiology fermentation equipment,fermentation,2.9
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104400,Laboratory incubating equipment,41104401,Gravity convection general purpose incubators,cell_culture,1.6
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104400,Laboratory incubating equipment,41104402,Forced air or mechanical convection general purpose incubators,cell_culture,1.6
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104400,Laboratory incubating equipment,41104403,Tissue culture incubators,cell_culture,1.6
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104400,Laboratory incubating equipment,41104404,Cooled biological oxygen demand BOD incubators,cell_culture,1.6
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104400,Laboratory incubating equipment,41104405,Shaking incubators,cell_culture,1.6
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104400,Laboratory incubating equipment,41104406,Plate incubators,cell_culture,1.6
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104400,Laboratory incubating equipment,41104407,Water jacketed single chamber carbon dioxide incubators,heating;cell_culture,1.6
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104400,Laboratory incubating equipment,41104408,Water jacketed dual chamber carbon dioxide incubators,heating;cell_culture,1.6
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104400,Laboratory incubating equipment,41104409,Water jacketed single chamber carbon dioxide incubators with humidity control,heating;cell_culture,1.6
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104400,Laboratory incubating equipment,41104410,Water jacketed dual chamber carbon dioxide incubators with humidity control,heating;cell_culture,1.6
41000000,Laboratory and Measuring and Observing and Testing Equipment,41100000,Laboratory and scientific equipment,41104400,Laboratory incubating equipment,41104411,Dry wall single chamber carbon dioxide incubators,cell_culture,1.6
